date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1946-01-01,1095.0249999999992,1444.198616180507,1197.389238901432,890,1138.240263583133,,,,
1946-02-01,1077.3934210526309,1417.7272045877276,1182.2558001361915,992,1250.6692805200846,,,,
1946-03-01,1214.0776315789465,1545.5715803337537,1321.1474334396953,979,1282.00468809422,,,,
1946-04-01,1322.1302631578938,1644.7843762768762,1431.1167703908932,959,1425.2150843147776,,,,
1946-05-01,1385.0249999999992,1698.83927674319,1495.6374952003098,1110,1564.7241622380177,,,,
1946-06-01,1539.4986842105254,1844.473122881762,1651.4464499732076,1546,1531.9319146678731,,,,
1946-07-01,1929.709210526315,2225.843808421344,2042.7015294464304,1539,2199.8856639478417,,,,
1946-08-01,3034.4986842105254,3321.7934352765697,3148.244838883135,3401,2989.310342888404,,,,
1946-09-01,2284.709210526315,2563.16412667662,2398.91848354648,2092,2535.851832234695,,,,
1946-10-01,1815.6565789473675,2085.271657162996,1930.0382529101485,1436,1845.1812415880088,,,,
1946-11-01,1636.130263157894,1896.9055003584456,1750.3936206583514,1301,1778.8667492289212,,,,
1946-12-01,1397.6039473684202,1649.5393429107253,1511.4582710016152,1287,1539.9901752271917,,,,
1947-01-01,1220.817543859648,1464.4041988594968,1362.5325221780945,1488,1302.4547672028705,,,,
1947-02-01,1203.1859649122798,1438.9149915567698,1344.924980777523,1517,1412.4301273552337,1260.8287581197692,1205.909176660877,,
1947-03-01,1339.8701754385957,1567.7415715928482,1481.3748133795775,1707,1441.3439891327475,1360.020366506708,1282.3323781895376,,
1947-04-01,1447.922807017543,1667.9365718260235,1588.9346515632087,1729,1582.1649505446496,1434.9276830258302,1273.4332926946756,,
1947-05-01,1510.817543859648,1722.9736765823898,1651.0781795389405,1788,1719.3167046472013,1488.1159796137486,1335.6017470015538,,
1947-06-01,1665.2912280701746,1869.5897270110145,1804.542239412036,2008,1684.199244244335,1665.9033804755445,1497.3697155066302,,
1947-07-01,2055.501754385964,2251.9426168406494,2193.484725919338,2203,2349.859891679548,1959.1560238786856,1863.9579449148584,,
